name,gender,ethnicity,city,state,province,country,born,died,creative_role 1,creative_role 2,creative_role 3,creative_role 4,creative_role 5,creative_role 6,creative_role 7,creative_role 8,creative_role 9,creative_role 10,comic_titles 1,comic_titles 2,comic_titles 3,comic_titles 4,comic_titles 5,comic_titles 6,comic_titles 7,comic_titles 8,comic_titles 9,comic_titles 10,comic_titles 11,comic_titles 12,comic_titles 13,comic_titles 14,genres 1,genres 2,genres 3,genres 4,genres 5,genres 6,genres 7,genres 8,website1,website2,twitter,image
Laura Lannes,Female,White Latina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indie,,,,,,,,http://www.lauralannes.com/,,https://twitter.com/LauraLannes,
Laura Martin,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstream,,,,,,,,http://en.wikipedia.org/wiki/Laura_Martin,,,
Laura Molina,Female,Latin American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laura Park,Female,Korean American,,,,,,,Artist, Writer,,,,,,,,,Do Not Disturb My Waking Dream, Public Hair.,,,,,,,,,,,,,Indie,,,,,,,,http://www.singingbones.com/,,https://twitter.com/llaurappark,
Laurel Planas (TOFU + BEAST),Female,Japanese-Mexican-Filipino-German-Irish (hapa),,,,,1989,,Cartoonist, illustrator,,,,,,,,,M-Zero-Oh,,,,,,,,,,,,,,Indie/webcomic, sci-fi, action,,,,,,http://tofuplusbeast.tumblr.com,http://dapshow.com/mzero,http://twitter.com/kawaiimess,
Laurianne Uy,Female,Filipino Chinese,,,,,1984,,Writer, Artist,,,,,,,,,"Polterguys Vol. 1, 2012",,,,,,,,,,,,,,Manga, Webcomic, Urban Fantasy, Mystery, Comedy, Drama,,,http://laurbits.com,http://polterguys.laurbits.com,http://twitter.com/laurbits,
Lea Hernandez,Female,Latin American,,,,,,,Translator, Colorist ,,,,,,,,,3x3 Eyes: Summoning of the Beast, Dirty Pair: Book 3, Oh My Goddess! 21, Silent Mobius vol 1-2, What's Michael?,,,,,,,,,,,,,,,,,,,,,
Leah Eburne,Female,Half Nigerian,,,,,1984,,Co-Writer,,,,,,,,,,Modus Operandi (2014),,,,,,,,,,,,,,Webcomic,,,,,,,,http://www.mo-comic.com,,,
Leen Isabel,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstream,,,,,,,,http://www.leenisabel.com/,,,
Leinil Francis Yu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lela Lee,Female,Asian American,,,,,,,,,,,,,,,,,Fairy Tales for Angry Little Girls,,,,,,,,,,,,,,Strips, Indie,,,,,,,http://www.angrylittlegirls.com/,http://www.angrylittleasiangirl.com/,https://twitter.com/LelaLee,
Len Peralta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lena Merhej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenil Yu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leo Duraí±ona,Male,Latin American,,,,,,,Artist,,,,,,,,,,Indiana Jones and the Arms of Gold, Race of Scorpions,,,,,,,,,,,,,Mainstream,,,,,,,,,,,
Leo Lopez (Leo Puppytime),Male,Mexican-American,,,,,1979,,Writer, Artist, Cartoonist (Mr Panda Press and Chopsticks & Chocolate),,,,,,,,Sexy Post Office, Whiskers Galore, The Stop & Go Show, La Giggles,,,,,,,,,,,Indie,,,,,,,,http://puppytimeusa.tumblr.com,,https://twitter.com/puppytimeusa,
Leonardo Manco,Male,Latin American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstream,,,,,,,,,,,
LeSean Thomas,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Levon Jihanian (Levno),Male,Armenian American,,,,,,,Artist, Writer,,,,,,,,,Danger Country,,,,,,,,,,,,,,Indie, Fantasy,,,,,,,http://levonjihanian.com/main/,,https://twitter.com/ForkFrenzy,
Lillian Chan,Female,Asian American,Boston, MA,,United States,1977,,Writer, Artist, Creator, Cartoonist,,,,,,,Empty Bamboo Girl,,,,,,,,,,,,,,indie,,,,,,,,http://emptybamboogirl.com/,https://www.facebook.com/emptybamboogirl,http://twitter.com/lillianchan,
Lindsay Totty,Male,,,,,,,,,,,,,,,,,,The Mainstream,,,,,,,,,,,,,,Manga,,,,,,,,http://www.webcomicsnation.com/falseprophet/luckyandguy/series.php,,,
Liz Mayorga,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indie,,,,,,,,http://lizmayorga.com/,,,
Long Vo,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://en.wikipedia.org/wiki/Long_Vo,,,
Lonnie Allen,Male,Asian American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lonnie Millsap,Male,African American,,,,,1962,,Cartoonist,,,,,,,,,,My Washcloth Stinks!' Rollyhead Publishing 2010, 'I Hate My Job!' Rollyhead Publishing 2011," 'I Stepped On A Duck!' Rollyhead Publishing, 2013", 'My Pickle Tastes Funny!' Rollyhead Publishing 2014,,,,,,,,,,,Webcomic, Single panel gags,,,,,,,http://www.lonniemillsap.com,https://facebook.com/LonnieMillsapCartoonist,http://www.twitter.com/LonnieMillsap ,
Louie Chin,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.louiechin.com/,,,
Louis Small Jr.,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lui Antonio,,Filipino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstream,,,,,,,,http://www.scifies.com/,,,
Luster Kaboom,Male,Asian American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indie,,,,,,,,http://iamlusterkaboom.blogspot.com/,,,
Lynda Barry,Female,Half Filipino,,,,,,,Writer, Artist,,,,,,,,,Modern Romance, What it Is, One Hundred Demons,,,,,,,,,,,,Indie,,,,,,,,http://thenearsightedmonkey.tumblr.com/,,https://twitter.com/NearSitedMonkey,
M.D. (Mark D.) Bright,Male,African American,,,,,,,,,,,,,,,,,Green Lantern,,,,,,,,,,,,,,Mainstream,,,,,,,,http://en.wikipedia.org/wiki/M._D._Bright,,,
Maddi Gonzalez,Female,Mexican-American (Xicana),Minneapolis, MN,,United States,1994,,Freelance cartoonist,,,,,,,,,,"I Am Not Sad, I Am Not Sick", Phases,,,,,,,,,,,,,Autobio, Webcomic,,,,,,,http://maddigonzalez.com,http://maddigzlz.tumblr.com,http://twitter.com/maddigzlz,http://maddigzlz.weebly.com/uploads/5/0/8/4/50840123/783996.png?213
Madí©leine Flores,Female,Puerto Rican/German,,,,,,,,,,,,,,,,,The Girl and the Gorilla, Help Us! Great Warrior, Post-it-Love-Notes,,,,,,,,,,,,Indie,,,,,,,,http://madeleineishere.tumblr.com/,,https://twitter.com/heymadeleine,
Mahendra Singh,Male,Indian German,,,,,1961,,Artist, Writer, Editor, Creator, Illustrator, Gadfly,,,,,"The Adventures of Mr. Pyridine (Fantagraphics, 1989)"," The Hunting of the Snark (2010, Melville House)", other shorts with various publishers,,,,,,,,,,,,protosurrealism,,,,,,,,http://justtheplaceforasnark.blogspot.ca,http://mahendra-singh.tumblr.com,https://twitter.com/mahendra_snark,
Maí¿mouna Younglai-Case,Female,Canadian Chinese-Black,,,,,1993,,,,,,,,,,,,,,,,,,,,,,,,,,Indie,,,,,,,,http://www.myounglai-case.com/,http://www.theduckwebcomics.com/Salt_and_Pepper/,https://twitter.com/MYounglaiCase,
Malang (Mauro Malang Santos),,Filipino American,,,,,,,,,,,,,,,,,Chain Gang Charlie, Malang's Kosme the Cop (Retired),,,,,,,,,,,,,,,,,,,,,,,,
Malcolm Jones III,Male,,,,,,,,,,,,,,,,,,Sandman (inker),,,,,,,,,,,,,,Mainstream,,,,,,,,http://en.wikipedia.org/wiki/Malcolm_Jones_III,,,
Marc Bernardin,Male,African American,,,,,,,Writer,,,,,,,,,,Genius, The Authority, The Highwaymen, Static Shock,,,,,,,,,,,Mainstream,,,,,,,,http://bernardin.tumblr.com/,,https://twitter.com/marcbernardin,
Marcela Trujillo,Female,Chilean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indie,,,,,,,,http://www.marcelatrujillo.cl/,,,
Marcelo Frusin,Male,Latin American,,,,,,,Artist,,,,,,,,,,Hellblazer,,,,,,,,,,,,,,Mainstream,,,,,,,,,,,
Marco Lopez,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstream,,,,,,,,http://iblogalot.com/2013/06/29/massively-effective-1-by-marco-lopez-bryan-ginn-and-michael-mayne/,,,
Marco Rudy,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Kwame Anderson,Male,African Caribbean,,,,,1976,,Cartoonist, Artist,,,,,,,,,Snow Daze,,,,,,,,,,,,,,Indie, Webcomic,,,,,,,http://www.marcuskwame.com,http://www.snowdazecomic.com,http://twitter.com/marcuskwame,
Marcus To,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstream,,,,,,,,http://www.marcusto.com/,,,
Marí© Odomo,Male,Asian American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indie,,,,,,,,http://mareodomo.com/,,https://twitter.com/mareodomo,
Marguerite Dabaie,Female,Arab American,,,,,,,,,,,,,,,,,The Hookah Girl and Other True Stories,,,,,,,,,,,,,,Indie,,,,,,,,http://www.mdabaie.com/,,https://twitter.com/mdabaie,
Mariah-Rose Marie M.,Female,"African American, Native American, White",Los Angeles, CA,,United States,1995,,Writer, Artist, Creator, Cartoonist,,,,,,,,,,,,,,,,,,,,,Indie,,,,,,,,http://biophonies.tumblr.com/,,,
Mariko Tamaki,Female,Japanese American,,,,,,,Writer,,,,,,,,,,This One Summer, Skim, Emiko Superstar.,,,,,,,,,,,,Indie,,,,,,,,http://marikotamaki.blogspot.com/,,https://twitter.com/marikotamaki,
MariNaomi,Female,"Half-Japanese American, Mixed",Los Angeles, CA,,United States,1973,,Writer, Artist,,,,,,,,,Estrus Comics (1998-2009)," Kiss & Tell: A Romantic Resume, Ages 0 to 22 (Harper Perennial, 2011)"," Dragon's Breath and Other True Stories (2D Cloud/Uncivilized Books, 2014), Turning Japanese (2D Cloud, 2016)",,,,,,,,,,,,Indie, Autobiographical,,,,,,,http://marinaomi.com,https://www.facebook.com/marinaomiart,https://twitter.com/marinaomi,http://marinaomi.com/images/carnivore-sm.jpg
Mario Hernandez,Male,Latin American,,,,,,,,,,,,,,,,,Amor y Cohetes: A Love and Rockets Book, Hernandez Satyricon, Love and Rockets: New Stories, Music for Mechanics ,,,,,,,,,,,Indie,,,,,,,,,,,
Marissa Luna,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indie,,,,,,,,http://cargocollective.com/MarissaLunaComix,,,
Marjane Satrapi,Female,Iranian,,,,,,,,,,,,,,,,,Persepolis,,,,,,,,,,,,,,Indie,,,,,,,,http://en.wikipedia.org/wiki/Marjane_Satrapi,,,
Marjorie Liu,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstream,,,,,,,,http://marjoriemliu.com/,,,
Mark Bright,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark C. Dudley,Male,African American,,,,,1970,,Writer, Artist,,,,,,,,,"Venus Moon, Nephilim War, Imaginos Plus, Juda Fist 7 Deaths of the Yobi.",,,,,,,,,,,,,,Mainstream, Manga,,,,,,,,http://dirtbomb.deviantart.com,https://twitter.com/ImaginosWorks,
Mark H. Campos,Male,Pocho,,,,,1962,,Writer, Cartoonist, Editor,,,,,,,,Moxie My Sweet (with Finecomix)," Wow, They're Playing My Songs On The Radio, I Must Be Dead", Everything I Don't Need, Places That Are Gone,,,,,,,,,,,Indie,,,,,,,,,,,
Mark Smylie,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://swordandbarrow.com/wp/,,,
Mark Torres,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryette Clement,Female,Black,,,,,,,Creator, Cartoonist,,,,,,,,,The Teenyboppers,,,,,,,,,,,,,,Strips,,,,,,,,http://maryetteclement.wix.com/theteenyboppers,,http://twitter.com/MaryetteC,
Masheka Wood,Male,African American,,,,,1973,,Cartoonist,,,,,,,,,,Deep Doodle,,,,,,,,,,,,,,Humor,,,,,,,,http://whatmashekadid.com,,http://twitter.com/whatmashekadid,
Mat Johnson,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://matjohnson.info/,,,
Matt Baker,Male,African American,,,,,1921,1959,,,,,,,,,,,Artist: Phantom Lady,,,,,,,,,,,,,,Mainstream,,,,,,,,http://en.wikipedia.org/wiki/Matt_Baker_(artist),,,
Maurice Love,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstream,,,,,,,,http://www.comicvine.com/maurice-love/4040-56002/issues-cover/,,,
"Maurice Terry, Jr. (Moe)",Male,African American,Houston, TX,,United States,1968,,Writer, Penciler, Inker, Creator,,,,,,,Las Locas, SOHL, Flaming Arrow,,,,,,,,,,,,Mainstream,,,,,,,,http://mauriceterryart.blogspot.com/?m=1,,https://twitter.com/mterry713,
Mel Caylo,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://voicemel.tumblr.com/,,,
Mel Stringer,Female,Asian American,,,,,,,,,,,,,,,,,Home to Japan: An Illustrated Travel Diary, Goodness.,,,,,,,,,,,,,Indie,,,,,,,,http://melstringer.tumblr.com/,http://melstringerart.tumblr.com/,,
Melvin Tapley (Tap Melvin) (Stann Pat),Male,African American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mia Rose Elbo,Female,Chilean,,,,,1990,,Cartoonist, Writer,,,,,,,,,Becoming Me,,,,,,,,,,,,,,Webcomic,,,,,,,,http://bmcomic.tumblr.com/,https://www.facebook.com/bmcomic,https://twitter.com/MiaRoseElbo,
Michael Ramirez (Mike Ramirez),Male,Asian American,,,,,,,Editorial cartoonist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Cho,Male,,,,,,,,,,,,,,,,,,Shoplifter,,,,,,,,,,,,,,Indie,,,,,,,,http://chodrawings.blogspot.com/,,https://twitter.com/Michael_Cho,
Michael Davis,Male,African American,,,,,,,,,,,,,,,,,Etc.,,,,,,,,,,,,,,Mainstream,,,,,,,,http://www.comicmix.com/author/michael-davis/,,,
Michael DeForge,Male,,,,Ontario,Canada,1987,,,,,,,,,,,,"Lose (1-5), Ant Colony, Very Casual, A Body Beneath",,,,,,,,,,,,,,Indie,,,,,,,,http://www.michael-deforge.com/,https://en.wikipedia.org/wiki/Michael_DeForge,https://twitter.com/michael_deforge,
Michael Watson,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstream,,,,,,,,https://www.facebook.com/pages/Freestyle-Komics/174875843132,,,
Michael Weston,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indie,,,,,,,,http://www.michael-weston.com/,http://herearepicturesgivemeacareer.tumblr.com/,https://twitter.com/WYESTYN,
Miel Prudencio,,Asian American,,,,,,,Editorial cartoonist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miguel Covarrubias,Male,Latin American,,,,,,,,,,,,,,,,,Illustrator: Blues: An Anthology, In the Worst Possible Taste," The Jazz Age, as Seen Through the Eyes of Ralph Barton, Miguel Covarrubias and John Herald, Jr., Miguel Covarrubias Caricatures",,,,,,,,,,,,,,,,,,,,,,,
Mike Choi,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Del Mundo,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Deodato,Male,Latin American,,,,,,,Artist,,,,,,,,,,Glory: Who Wrote the Book of Love?, Thor in World Engine,,,,,,,,,,,,,Mainstream,,,,,,,,,,,
Mikel Janin,Male,,,,,,,,Artist,,,,,,,,,,DC Comics GRAYSON, Justice League Dark,,,,,,,,,,,,,Mainstream,,,,,,,,http://mikeljanin.deviantart.com/,,https://twitter.com/mikeljanin,
Mildred Louis,Female,Haitian American,,,,,1987,,Creator,,,,,,,,,,Agents of the Realm, Bound Blades,,,,,,,,,,,,,Webcomic, Urban Fantasy, Fantasy,,,,,,http://artofmlouis.com/,http://adventuresinconcepting.tumblr.com/,https://twitter.com/Froregade,
Ming Doyle,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstream,,,,,,,,http://mingdoyle.tumblr.com/,,,
Mira Ongchua,Female,,,,,,,,Writer, Artist, Cartoonist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://miraongchua.tumblr.com,,http://twitter.com/miraongchua,
Misun Oh,Female,Asian American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indie,,,,,,,,,,,
Mita Mahato,Female,East Indian American,,,,,1974,,Artist, Writer,,,,,,,,,"Cancer (Drunken Boat, 2013)", At Least Stay Close (2012), Unidentified Feeling Object (2012), Roots (2013), The Salmon (2013), Fruit (2014),,,,,,,,,Indie, Autobiography,,,,,,,http://theseframesarehidingplaces.com/,,,
Mohammed Yazid (Zid),Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstream,,,,,,,,http://www.mohammadyazid.com/,,,
Monique S. Connett,Female,African American,,,,,1990,,Writer, Artist, Creator,,,,,,,,Glass Hearts, Project 217!, SAMURAI SUPERSHOTS!!!,,,,,,,,,,,,Manga, Webcomic, Romance, Comedy,,,,,http://moniquecomics.tumblr.com/,http://glasshearts.net/,http://www.twitter.com/thestarsamurai,
Morrie Turner,Male,African American,,,,,,,,,,,,,,,,,Wee Pals deceased 1923-2014,,,,,,,,,,,,,,Strips,,,,,,,,http://en.wikipedia.org/wiki/Morrie_Turner,,,
Moyoco Anno,Female,Japanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manga,,,,,,,,http://en.wikipedia.org/wiki/Moyoko_Anno,,,
Mulele Jarvis,Male,,,,,,1970,,Creator,,,,,,,,,,Mindgator,,,,,,,,,,,,,,Indie,,,,,,,,http://mulele.com,,,
Muí±oz (Josí© Antonio Muí±oz),Male,Latin American,,,,,,,,,,,,,,,,,"Billie Holiday (Fantagraphics), Joe's Bar",,,,,,,,,,,,,,,,,,,,,,,,,
Myisha Haynes,Female,African American,Berkeley, CA,,United States,1986,,Creator,,,,,,,,,,The Substitutes,,,,,,,,,,,,,,Webcomic, Fantasy,,,,,,,http://www.thesubstitutescomic.com,http://www.substituteswebcomic.tumblr.com,https://twitter.com/palaceofposey,http://41.media.tumblr.com/708da2601e30bc8a6ed89ed842013a9b/tumblr_nouhzeBT6T1th6vy3o3_500.png
N. Steven Harris,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstream,,,,,,,,http://nstevenworks.com/2005/,,,
Natasha L. Barredo,Female,Asian,,,,,1990,,Visual Development Artist, Cartoonist,,,,,,,,,N/A,,,,,,,,,,,,,,Indie,,,,,,,,http://natashalb.tumblr.com,,http://twitter.com/KUHNUCKLES,
Nate Creekmore,Male,African American,,,,,,,,,,,,,,,,,Maintaining: A Solipsistic Vanity or the Toilsome Tribulations of a Halfro-American Youth,,,,,,,,,,,,,,,,,,,,,,,,,
Neil Babra,Male,,,,,,,,,,,,,,,,,,Flight,,,,,,,,,,,,,,Indie,,,,,,,,,,,
Nelson Blackwell (Grey),Male,African American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nero O'Reilly,Male,Half-Panamanian,,,,,1993,,Creator, Cartoonist,,,,,,,,,"Golden Trick!, Carnivore Planet",,,,,,,,,,,,,,Indie, Webcomic, Adult,,,,,,http://www.trumpetshark.com,http://trumpetsharkcomics.tumblr.com,https://twitter.com/trumpetshark,
Nestor Redondo,Male,Asian American,,,,,1928,1995,Artist (DC, Marvel),,,,,,,,,Dracula, The Great Adventures of Sherlock Holmes," Men, Maiden and Myths",,,,,,,,,,,,Mainstream,,,,,,,,http://en.wikipedia.org/wiki/Nestor_Redondo,,,
Nia King,Female,Mixed,,,,,1987,,Cartoonist,,,,,,,,,,We Are Not White Lesbians (zine),,,,,,,,,,,,,,Indie,,,,,,,,http://Comicsbynia.tumblr.com,http://www.Artactivistnia.com,Http://www.twitter.com/artactivistnia,
Nick Butler,Male,African American,,,,,,,Artist,,,,,,,,,,A Softer Apocalypse, Kat & Bunnie,,,,,,,,,,,,,Webcomic,,,,,,,,http://softerapocalypse.tumblr.com/,http://hippybro.deviantart.com/,,
Nick Sumida,Male,,,,,,,,,,,,,,,,,,Snackies,,,,,,,,,,,,,,Indie,,,,,,,,http://nicksumida.com/,,https://twitter.com/nsumida,
Nicole Mannino,Female,Filipino / mixed,,,,,,,Cartoonist, Artist, Writer,,,,,,,,THIS IS NOT FICTION, Bravest Warriors: Impossibear Special,,,,,,,,,,,,,Webcomic, Comedy, Romance,,,,,,http://www.thisisnotfiction.com,http://www.nicolemannino.com,http://www.twitter.com/nicoima,http://i.imgur.com/2KgkMj2.png
Nidhi Chanani,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indie,,,,,,,,https://everydayloveart.com/category.php?category_id=18,,,
Nilah Magruder,Female,African American,,,,,1982,,Creator,,,,,,,,,,M.F.K.,,,,,,,,,,,,,,manga, webcomic,,,,,,,http://www.nilahmagruder.com,http://www.mfkcomic.com,http://twitter.com/nilaffle,
Nimit Malavia,Male,Indian Canadian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indie,,,,,,,,http://nimitmalavia.com/,,https://twitter.com/NimitMalavia,
Nina Matsumoto,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstream,,,,,,,,http://spacecoyote.deviantart.com/,,,
Nirav Kanodra,Male,Indian,,,,,1981,,Cartoonist,,,,,,,,,,,,,,,,,,,,,,,,Political cartoons,,,,,,,,http://niravstoons.tumblr.com/,,https://twitter.com/niravstoons,
Noel Franklin,Female,Native American / Mixed Ethnicity,,,,,1971,,Cartoonist,,,,,,,,,,Gone Girl Comics,,,,,,,,,,,,,,Indie, Autobio, Comics Journalism,,,,,,http://www.noelfranklin.com,http://inktart.org/tag/noel-franklin/,https://twitter.com/gonegirlcomics/,
Oliver W. Harrington (Ollie Harrington),Male,African American,,,,,,,,,,,,,,,,,Bootsie,,,,,,,,,,,,,,,,,,,,,,,,,
Olivia Stephens (Olive),Female,African American/ Mixed,Providence," RI/Seattle, WA",,United States,1995,,Creator, Cartoonist,,,,,,,,,Alone, Nuclear,,,,,,,,,,,,,Indie, Webcomic,,,,,,,http://tapastic.com/series/Alone-,http://proclioevilo.tumblr.com/,https://twitter.com/OliveOilCorp,https://pbs.twimg.com/media/CItrvhbUAAANw75.jpg
Olivier Coipel,Male,French (black),,,,,,,,,,,,,,,,,"Artist: Legion of Superheroes, Thor",,,,,,,,,,,,,,Mainstream,,,,,,,,http://en.wikipedia.org/wiki/Olivier_Coipel,,,
Onyi,Female,African American,,,,,1994,,Writer, Artist, Cartoonist, Modeler,,,,,,,This Is College,,,,,,,,,,,,,,Webcomic,,,,,,,,http://onyichi.tumblr.com/,https://www.facebook.com/onyisart,https://twitter.com/onyi_chi,
Orlando Correa,Male,Colombian American,Miami, FL,,United States,1990,,Creator, Artist,,,,,,,,,Hero+,,,,,,,,,,,,,,Webcomic,,,,,,,,http://www.odditystew.com/,http://odditystew.tumblr.com/,https://twitter.com/odditystew,
Oscar Zarate,Male,Latin American,,,,,,,,,,,,,,,,,Othello: Complete and Unabridged,,,,,,,,,,,,,,,,,,,,,,,,,
Ossie Ogwo,,African American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pablo Castro,Male,Colombian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indie,,,,,,,,http://pablogotobed.com/,,https://twitter.com/pablogotobed,
Pablo Marcos (Ortega),Male,Latin American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstream,,,,,,,,,,,
Palomo (Josí© Palomo),Male,Latin American,,,,,,,,,,,,,,,,,El Cuarto Reich,,,,,,,,,,,,,,Strips,,,,,,,,,,,
Pancha Diaz,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indie,,,,,,,,http://www.2dcomics.com/,,,
Panda Princess Ming,Female,"Hawaiian, Chinese",,,,,1986,,Artist, Illustrations,,,,,,,,,,,,,,,,,,,,,,,Manga, Japanese Fashion Inspired, designs,,,,,,https://www.facebook.com/pandaprincessalamodeofficial,,https://twitter.com/PandaPrincessMi,
Paris Cullins,Male,African American,,,,,,,,,,,,,,,,,Blue Devil,,,,,,,,,,,,,,,,,,,,,,http://en.wikipedia.org/wiki/Paris_Cullins,,,
Patricia Badiola (Yssa),Female,Filipino American,,,,,1992,,Creator, Artist, Cartoonist,,,,,,,,Dream Log, Birth of a Chimera,,,,,,,,,,,,,Indie,,,,,,,,http://yssabadiola.com,,,
Patrick Michael Strange,Male,Asian American,,,,,1977,,Writer, Creator, Letterer,,,,,,,,"Anime USA Program (Anime USA, 2001), Blood of Onyx (Temple Studios, 2001)"," The Adventures of Thong Raider (Temple Studios, 2001)"," Gloom (Newbold Creations, 2003)"," Time Dollars (Temple Studios, 2003)"," More Fund Comics (Sky Dog Press, 2003)",,,,,,,,,,Mainstream, Indie,,,,,,,http://www.patrickstrange.com,www.facebook.com/patrickstrange,https://twitter.com/templefareast,
Paul Becton,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Jeter,Male,biracial,,,,,1983,,Creator,,,,,,,,,,Kill Everything,,,,,,,,,,,,,,Indie, Horror, SciFi,,,,,,http://pjetart.tumblr.com,http://pjetgallery.blogspot.com,http://twitter.com/PJet,
Paul Peart-Smith,Male,Black British,,,,,1968,,Writer, Artist,,,,,,,,,Judge Hershey, One Plus One, Nelson,,,,,,,,,,,,Mainstream, Indie,,,,,,,http://ppearts.tumblr.com/,http://thosewhocanthear.tumblr.com/,https://twitter.com/PaulPeartSmith,
Paul Wei,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearl Zhang (Prikle),Female,Asian Australian,,,,,1995,,Animator,,,,,,,,,,,,,,,,,,,,,,,,Entertainment,,,,,,,,http://iamprikle.tumblr.com,http://youtube.com/iamprikle,http://twitter.com/iamprikle,
Pedro Leí_n Zapata,Male,Latin American,,,,,,,,,,,,,,,,,Zapatazos,,,,,,,,,,,,,,,,,,,,,,,,,
Pepo,,Latin American,,,,,,,,,,,,,,,,,Condorito: La Aventura Comienza,,,,,,,,,,,,,,Strips,,,,,,,,,,,
Percy Carey (MF Grimm),Male,African American,,,,,1970,,Writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://en.wikipedia.org/wiki/MF_Grimm,,,
Peter Quach,Male,Vietnamese American,,,,,1983,,Cartoonist,,,,,,,,,,Gumdrops, Temporary, Freedman, I Am A Racist (And So Can You), Transit,,,,,,,,,,Indie, strips, historical, western,,,,,http://peterquach.com/,http://www.Gumdropscomic.tumblr.com,http://twitter.com/pbquach,
Peter Steigerwald,Male,,,,,,,,Colorist,,,,,,,,,,Aspen Comics,,,,,,,,,,,,,,Mainstream,,,,,,,,http://en.wikipedia.org/wiki/Peter_Steigerwald,,,
